event_id,duration,protocol_type,service,src_bytes,class_attack
44514,0,tcp,private,0,neptune
44515,0,icmp,ecr_i,1032,smurf
44516,0,tcp,gopher,0,neptune
44517,0,tcp,shell,0,neptune
44518,0,udp,domain_u,43,normal
44519,0,tcp,http,0,normal
44520,0,tcp,http,290,normal
44521,0,tcp,private,0,neptune
44522,0,udp,private,1,satan
44523,0,tcp,smtp,644,normal
44524,0,tcp,imap4,0,neptune
44525,0,tcp,ldap,0,neptune
44526,0,tcp,ftp_data,641,normal
44527,0,tcp,time,0,neptune
44528,0,icmp,ecr_i,1032,smurf
44529,34578,tcp,private,1167519497,portsweep
44530,0,udp,ntp_u,48,normal
44531,0,tcp,smtp,638,normal
44532,0,tcp,finger,0,neptune
44533,0,tcp,http,317,normal
44534,0,icmp,urp_i,181,normal
44535,0,tcp,private,0,neptune
44536,0,tcp,http,350,normal
44537,0,tcp,private,0,neptune
44538,0,tcp,http,455,normal
44539,0,icmp,eco_i,30,normal
44540,0,tcp,http,0,normal
44541,0,tcp,ftp_data,0,neptune
44542,0,tcp,http,228,normal
44543,0,tcp,private,0,neptune
44544,0,tcp,http,350,normal
44545,0,tcp,private,0,neptune
44546,0,icmp,eco_i,8,nmap
44547,0,tcp,http,197,normal
44548,0,udp,domain_u,43,normal
44549,0,tcp,smtp,1003,normal
44550,0,tcp,http,0,normal
44551,0,tcp,http,326,normal
44552,0,tcp,http,328,normal
44553,0,tcp,http,316,normal
44554,0,tcp,http,0,normal
44555,0,udp,domain_u,46,normal
44556,0,tcp,http,215,normal
44557,0,tcp,http,193,normal
44558,0,tcp,http,159,normal
44559,0,tcp,ftp_data,16787,normal
44560,0,tcp,http,367,normal
44561,0,tcp,private,0,neptune
44562,2,tcp,smtp,1853,normal
44563,0,tcp,ftp,1235,warezclient
44564,0,tcp,private,0,neptune
44565,0,tcp,http,235,normal
44566,0,icmp,ecr_i,1032,smurf
44567,0,tcp,http,293,normal
44568,0,tcp,private,0,neptune
44569,0,tcp,ldap,0,neptune
44570,0,tcp,http,0,normal
44571,0,tcp,gopher,0,neptune
44572,0,tcp,private,0,neptune
44573,0,tcp,mtp,0,neptune
44574,0,udp,private,28,teardrop
44575,0,tcp,http,0,normal
44576,0,tcp,http,165,normal
44577,0,tcp,http,319,normal
44578,0,tcp,http,265,normal
44579,0,tcp,name,0,neptune
44580,0,tcp,ftp_data,6601,normal
44581,0,tcp,finger,8,normal
44582,0,tcp,http,288,normal
44583,0,tcp,http,231,normal
44584,0,udp,domain_u,43,normal
44585,0,tcp,smtp,732,normal
44586,0,tcp,http,256,normal
44587,0,tcp,private,0,neptune
44588,0,tcp,http,308,normal
44589,0,tcp,http,0,normal
44590,0,tcp,private,0,neptune
44591,0,tcp,private,0,neptune
44592,0,tcp,efs,0,neptune
44593,0,tcp,smtp,3370,normal
44594,0,icmp,ecr_i,1032,smurf
44595,0,tcp,smtp,2038,normal
44596,0,tcp,ftp_data,748,normal
44597,0,tcp,http,210,normal
44598,0,tcp,http,306,normal
44599,0,tcp,http,292,normal
44600,0,tcp,netbios_ns,0,neptune
44601,0,tcp,http,299,normal
44602,346,tcp,telnet,255,normal
44603,0,icmp,eco_i,8,ipsweep
44604,0,udp,domain_u,33,normal
44605,0,tcp,netbios_ssn,0,neptune
44606,0,udp,other,516,normal
44607,0,tcp,finger,0,portsweep
44608,0,tcp,http,318,normal
44609,0,tcp,telnet,0,neptune
44610,0,tcp,ftp_data,0,neptune
44611,0,icmp,ecr_i,520,smurf
44612,0,tcp,ftp_data,4753,normal
44613,0,tcp,private,0,neptune
44614,0,tcp,private,0,neptune
44615,0,tcp,private,0,neptune
44616,0,tcp,private,0,neptune
44617,0,tcp,private,0,neptune
44618,0,tcp,http,217,normal
44619,606,udp,other,147,normal
44620,0,udp,private,1,satan
44621,0,tcp,http_443,0,neptune
44622,0,udp,private,105,normal
44623,0,tcp,courier,0,neptune
44624,0,tcp,private,0,neptune
44625,0,tcp,http,258,normal
44626,0,tcp,ftp_data,334,warezclient
44627,0,tcp,http,0,normal
44628,0,tcp,other,0,satan
44629,0,udp,domain_u,45,normal
44630,944,udp,other,146,normal
44631,0,tcp,private,0,neptune
44632,0,tcp,auth,0,neptune
44633,0,tcp,http,229,normal
44634,0,tcp,http,231,normal
44635,0,tcp,ftp_data,192,normal
44636,0,tcp,http,205,normal
44637,41,tcp,telnet,862,normal
44638,0,tcp,http,229,normal
44639,0,tcp,iso_tsap,0,neptune
44640,0,tcp,ftp_data,4539,normal
44641,0,tcp,csnet_ns,0,neptune
44642,0,tcp,http,251,normal
44643,0,udp,domain_u,46,normal
44644,0,tcp,gopher,0,neptune
44645,0,tcp,http,314,normal
44646,0,tcp,http,277,normal
44647,0,udp,domain_u,45,normal
44648,0,tcp,http,347,normal
44649,2,tcp,smtp,2410,normal
44650,0,tcp,sql_net,0,neptune
44651,0,tcp,ssh,0,neptune
44652,0,tcp,ftp_data,374,normal
44653,0,tcp,http,230,normal
44654,0,tcp,private,0,neptune
44655,0,tcp,private,0,neptune
44656,0,icmp,eco_i,8,nmap
44657,0,tcp,private,0,neptune
44658,0,tcp,private,0,neptune
44659,0,tcp,http,204,normal
44660,0,tcp,private,0,neptune
44661,0,icmp,eco_i,8,ipsweep
44662,0,tcp,http,230,normal
44663,0,tcp,private,0,neptune
44664,0,tcp,http,222,normal
44665,0,tcp,hostnames,0,neptune
44666,0,tcp,http,307,normal
44667,0,icmp,eco_i,30,normal
44668,0,tcp,http,211,normal
44669,0,tcp,ftp_data,748,normal
44670,0,tcp,http,198,normal
44671,0,tcp,private,0,neptune
44672,0,tcp,telnet,0,neptune
44673,0,tcp,csnet_ns,0,neptune
44674,3,tcp,smtp,739,normal
44675,1390,udp,other,143,normal
44676,0,tcp,private,0,neptune
44677,0,tcp,http,240,normal
44678,0,tcp,private,0,neptune
44679,0,tcp,private,0,neptune
44680,0,tcp,Z39_50,0,neptune
44681,0,tcp,smtp,822,normal
44682,0,tcp,ctf,0,neptune
44683,0,tcp,ftp_data,4892,normal
44684,0,tcp,imap4,0,neptune
44685,0,tcp,private,0,neptune
44686,0,tcp,http,242,normal
44687,0,tcp,gopher,0,neptune
44688,0,tcp,private,0,neptune
44689,0,tcp,http,232,normal
44690,0,tcp,uucp_path,0,neptune
44691,0,tcp,courier,0,neptune
44692,0,tcp,private,0,satan
44693,0,tcp,ftp_data,0,neptune
44694,0,tcp,http,221,normal
44695,0,tcp,private,0,neptune
44696,1,tcp,ftp,1264,warezclient
44697,0,tcp,other,0,satan
44698,0,udp,private,28,teardrop
44699,0,tcp,link,0,neptune
44700,0,udp,domain_u,45,normal
44701,0,tcp,http,0,normal
44702,0,tcp,http,295,normal
44703,0,icmp,ecr_i,520,smurf
44704,0,tcp,exec,0,neptune
44705,0,tcp,http,280,normal
44706,0,tcp,private,0,portsweep
44707,0,tcp,time,0,neptune
44708,0,tcp,http,220,normal
44709,0,tcp,iso_tsap,0,neptune
44710,0,tcp,private,0,neptune
44711,0,icmp,eco_i,8,nmap
44712,0,tcp,efs,0,neptune
44713,0,icmp,eco_i,8,nmap
44714,0,tcp,http,212,normal
44715,0,tcp,http,193,normal
44716,0,tcp,klogin,0,neptune
44717,0,tcp,private,0,neptune
44718,0,udp,domain_u,44,normal
44719,0,udp,private,1,satan
44720,1,tcp,smtp,977,normal
44721,0,tcp,http,0,normal
44722,2,tcp,ftp_data,2194619,normal
44723,0,tcp,http,151,normal
44724,0,tcp,private,0,neptune
44725,0,tcp,ftp_data,383,normal
44726,0,udp,domain_u,45,normal
44727,0,tcp,http,244,normal
44728,0,tcp,ssh,0,ipsweep
44729,0,tcp,private,0,neptune
44730,0,tcp,private,0,neptune
44731,0,tcp,http,331,normal
44732,0,tcp,http,211,normal
44733,0,tcp,efs,0,neptune
44734,0,tcp,finger,0,neptune
44735,690,udp,other,145,normal
44736,0,icmp,eco_i,8,ipsweep
44737,0,tcp,http,211,normal
44738,0,tcp,other,0,satan
44739,0,udp,private,105,normal
44740,0,icmp,ecr_i,1032,smurf
44741,4,tcp,smtp,764,normal
44742,0,tcp,http,195,normal
44743,0,tcp,private,0,ipsweep
44744,0,tcp,http,309,normal
44745,1,tcp,smtp,1117,normal
44746,0,udp,domain_u,44,normal
44747,6,tcp,smtp,2039,normal
44748,0,icmp,urp_i,78,normal
44749,0,udp,private,28,teardrop
44750,0,udp,domain_u,44,normal
44751,0,tcp,private,0,neptune
44752,0,tcp,courier,0,neptune
44753,0,tcp,ftp_data,0,neptune
44754,0,tcp,http,343,normal
44755,0,tcp,ftp_data,373,normal
44756,0,tcp,gopher,0,neptune
44757,0,icmp,ecr_i,520,smurf
44758,0,tcp,private,0,neptune
44759,0,tcp,private,0,ipsweep
44760,0,tcp,private,0,neptune
44761,0,udp,private,207,nmap
44762,0,tcp,ftp_data,748,normal
44763,0,tcp,http,205,normal
44764,0,tcp,http,228,normal
44765,0,tcp,http,227,normal
44766,0,tcp,http,223,normal
44767,2,tcp,private,0,portsweep
44768,0,tcp,private,0,portsweep
44769,0,tcp,http,286,normal
44770,0,tcp,http,181,normal
44771,0,tcp,private,0,neptune
44772,0,tcp,imap4,0,neptune
44773,0,tcp,http,205,normal
44774,0,tcp,klogin,0,neptune
44775,5,tcp,smtp,815,normal
44776,0,icmp,eco_i,8,ipsweep
44777,0,tcp,Z39_50,0,neptune
44778,0,tcp,private,0,neptune
44779,0,tcp,http,307,normal
44780,0,tcp,http,307,normal
44781,0,icmp,eco_i,8,ipsweep
44782,0,tcp,http,226,normal
44783,0,udp,private,105,normal
44784,0,tcp,http,282,normal
44785,0,tcp,private,0,neptune
44786,0,icmp,eco_i,8,ipsweep
44787,0,tcp,auth,0,normal
44788,0,tcp,http,231,normal
44789,0,tcp,ftp_data,641,normal
44790,0,tcp,ldap,0,neptune
44791,27441,tcp,private,1,portsweep
44792,0,tcp,http,0,neptune
44793,0,tcp,finger,0,neptune
44794,0,tcp,auth,0,neptune
44795,0,tcp,echo,0,neptune
44796,0,tcp,http,222,normal
44797,0,tcp,private,0,neptune
44798,18848,udp,other,147,normal
44799,0,tcp,http,233,normal
44800,0,icmp,ecr_i,1480,pod
44801,0,tcp,http,281,normal
44802,0,tcp,http,192,normal
44803,0,tcp,http,301,normal
44804,27,tcp,ftp,332,normal
44805,0,tcp,http,297,normal
44806,8781,tcp,IRC,1171,normal
44807,0,tcp,http,54540,back
44808,1,tcp,pop_3,35,normal
44809,0,tcp,efs,0,neptune
44810,0,tcp,hostnames,0,portsweep
44811,0,tcp,iso_tsap,0,neptune
44812,0,tcp,netstat,0,neptune
44813,0,tcp,http,249,normal
44814,0,tcp,private,0,neptune
44815,0,tcp,link,0,neptune
44816,0,tcp,http,212,normal
44817,0,tcp,http,212,normal
44818,0,tcp,http,395,normal
44819,0,icmp,ecr_i,520,smurf
44820,0,icmp,eco_i,18,ipsweep
44821,0,tcp,domain,0,neptune
44822,0,tcp,private,0,neptune
44823,2711,udp,other,147,normal
44824,0,tcp,http,54540,back
44825,0,tcp,http,301,normal
44826,2,tcp,smtp,588,normal
44827,0,tcp,ftp_data,607,normal
44828,0,tcp,time,0,neptune
44829,0,icmp,eco_i,8,ipsweep
44830,0,tcp,http,299,normal
44831,0,tcp,http,327,normal
44832,0,tcp,http,214,normal
44833,0,tcp,private,0,neptune
44834,0,tcp,ftp_data,2105,normal
44835,0,tcp,http,220,normal
44836,0,tcp,netbios_dgm,0,neptune
44837,0,tcp,http,0,neptune
44838,0,tcp,ftp_data,0,neptune
44839,0,tcp,login,0,neptune
44840,0,tcp,private,0,neptune
44841,0,tcp,domain,0,neptune
44842,0,tcp,http,232,normal
44843,0,tcp,http,313,normal
44844,0,tcp,http,223,normal
44845,0,tcp,time,0,neptune
44846,0,tcp,ftp_data,74,normal
44847,0,tcp,http,215,normal
44848,0,tcp,ftp,1200,warezclient
44849,0,tcp,http,327,normal
44850,0,tcp,http,228,normal
44851,2469,udp,other,147,normal
44852,0,tcp,http,299,normal
44853,0,tcp,private,0,neptune
44854,0,tcp,ftp_data,0,neptune
44855,0,tcp,http,202,normal
44856,0,tcp,http,248,normal
44857,0,tcp,http,339,normal
44858,0,tcp,http,54540,back
44859,0,tcp,auth,0,neptune
44860,0,tcp,http,300,normal
44861,0,tcp,http,0,normal
44862,3919,udp,other,147,normal
44863,2,tcp,ftp_data,2194619,normal
44864,0,tcp,private,0,portsweep
44865,0,tcp,smtp,2433,normal
44866,0,tcp,supdup,0,neptune
44867,13598,tcp,other,1,portsweep
44868,0,tcp,http,214,normal
44869,0,tcp,ctf,0,neptune
44870,0,tcp,systat,0,neptune
44871,0,tcp,nnsp,0,neptune
44872,0,tcp,http,247,normal
44873,0,udp,other,516,normal
44874,0,tcp,systat,0,neptune
44875,0,tcp,private,0,neptune
44876,0,tcp,http,189,normal
44877,0,tcp,http,347,normal
44878,0,tcp,mtp,0,neptune
44879,0,tcp,private,0,neptune
44880,0,tcp,http,300,normal
44881,0,udp,domain_u,45,normal
44882,0,tcp,other,0,satan
44883,0,tcp,http,255,normal
44884,0,tcp,http,304,normal
44885,0,tcp,http,313,normal
44886,0,tcp,smtp,923,normal
44887,0,udp,private,1,satan
44888,0,tcp,http,340,normal
44889,0,tcp,ftp_data,13239,normal
44890,0,tcp,http,327,normal
44891,0,udp,domain_u,45,normal
44892,0,tcp,Z39_50,0,neptune
44893,0,tcp,http,147,normal
44894,0,tcp,http,222,normal
44895,0,tcp,http,239,normal
44896,9756,udp,other,147,normal
44897,0,tcp,http_443,0,neptune
44898,0,tcp,http,215,normal
44899,0,tcp,http,0,neptune
44900,0,tcp,http,169,normal
44901,0,tcp,ftp_data,0,satan
44902,13241,tcp,other,1,portsweep
44903,0,udp,domain_u,44,normal
44904,0,tcp,private,0,neptune
44905,0,tcp,http,324,normal
44906,0,tcp,ftp_data,383,normal
44907,0,tcp,ftp,0,neptune
44908,1,tcp,smtp,766,normal
44909,0,tcp,http,332,normal
44910,0,tcp,private,0,neptune
44911,0,tcp,private,0,neptune
44912,0,tcp,ftp_data,5336,normal
44913,0,tcp,private,0,neptune
44914,0,icmp,eco_i,8,ipsweep
44915,0,tcp,ftp_data,4892,normal
44916,0,tcp,nnsp,0,neptune
44917,0,tcp,http,0,normal
44918,0,tcp,telnet,0,neptune
44919,0,tcp,http,316,normal
44920,0,udp,private,1,satan
44921,0,tcp,finger,0,neptune
44922,0,udp,other,145,normal
44923,0,udp,domain_u,45,normal
44924,0,tcp,telnet,0,neptune
44925,0,tcp,http_443,0,neptune
44926,0,tcp,http,227,normal
44927,0,tcp,auth,9,normal
44928,0,tcp,http,208,normal
44929,0,tcp,mtp,0,neptune
44930,0,tcp,iso_tsap,0,neptune
44931,0,tcp,bgp,0,neptune
44932,0,tcp,courier,0,neptune
44933,0,tcp,private,0,neptune
44934,0,tcp,http,330,normal
44935,0,tcp,http,283,normal
44936,0,tcp,link,0,neptune
44937,0,tcp,private,0,neptune
44938,0,tcp,http,0,normal
44939,0,tcp,ftp,0,neptune
44940,0,tcp,netbios_ssn,0,neptune
44941,0,udp,domain_u,45,normal
44942,0,tcp,http,277,normal
44943,0,tcp,courier,0,neptune
44944,0,tcp,private,0,neptune
44945,0,udp,private,1,satan
44946,0,tcp,http,226,normal
44947,0,udp,domain_u,44,normal
44948,0,udp,domain_u,46,normal
44949,10,tcp,smtp,1884,normal
44950,0,tcp,http,255,normal
44951,0,tcp,whois,0,neptune
44952,0,tcp,ftp_data,59,normal
44953,0,tcp,ldap,0,neptune
44954,0,tcp,private,0,neptune
44955,4269,tcp,other,1,portsweep
44956,0,tcp,http,324,normal
44957,0,tcp,http,209,normal
44958,0,tcp,http,164,normal
44959,0,tcp,private,0,neptune
44960,0,tcp,private,0,neptune
44961,0,tcp,Z39_50,0,neptune
44962,0,tcp,http,325,normal
44963,0,tcp,klogin,0,neptune
44964,0,tcp,http,337,normal
44965,0,tcp,private,0,neptune
44966,0,tcp,http,0,neptune
44967,0,tcp,http,336,normal
44968,0,tcp,http,293,normal
44969,0,tcp,http,179,normal
44970,0,tcp,ldap,0,neptune
44971,0,tcp,private,0,neptune
44972,0,tcp,http,0,normal
44973,0,tcp,http,0,normal
44974,0,tcp,http,224,normal
44975,0,tcp,http,330,normal
44976,0,tcp,iso_tsap,0,neptune
44977,0,tcp,private,0,neptune
44978,0,tcp,http,345,normal
44979,853,udp,other,147,normal
44980,0,tcp,telnet,0,neptune
44981,0,tcp,http_443,0,neptune
44982,1,tcp,smtp,712,normal
44983,0,icmp,eco_i,8,nmap
44984,0,tcp,nntp,0,neptune
44985,0,icmp,eco_i,8,ipsweep
44986,0,tcp,http,274,normal
44987,0,tcp,private,0,neptune
44988,0,tcp,private,0,portsweep
44989,0,tcp,private,0,neptune
44990,0,tcp,http,335,normal
44991,0,udp,private,105,normal
44992,0,udp,domain_u,46,normal
44993,0,tcp,X11,529596,normal
44994,0,icmp,eco_i,8,ipsweep
44995,119,tcp,smtp,771,normal
44996,0,tcp,efs,0,neptune
44997,0,icmp,eco_i,18,ipsweep
44998,0,udp,private,105,normal
44999,0,tcp,http,302,normal
45000,0,tcp,private,0,neptune
45001,0,udp,private,207,nmap
45002,803,udp,other,147,normal
45003,0,tcp,http,260,normal
45004,0,udp,private,28,teardrop
45005,0,tcp,smtp,2150,normal
45006,0,tcp,ftp_data,252,normal
45007,0,udp,domain_u,33,normal
45008,0,tcp,http,201,normal
45009,0,tcp,private,0,neptune
45010,0,udp,private,105,normal
45011,0,tcp,klogin,0,neptune
45012,0,tcp,private,0,neptune
45013,0,udp,private,28,teardrop
45014,0,tcp,smtp,958,normal
45015,0,udp,private,28,teardrop
45016,0,tcp,http,0,normal
45017,0,tcp,ftp_data,501760,normal
45018,0,tcp,private,0,neptune
45019,0,tcp,http,235,normal
45020,0,tcp,private,0,neptune
45021,0,tcp,http,225,normal
45022,0,tcp,private,0,ipsweep
45023,0,udp,domain_u,46,normal
45024,0,tcp,netstat,0,neptune
45025,0,tcp,netstat,0,neptune
45026,0,tcp,time,0,neptune
45027,0,tcp,other,0,satan
45028,0,tcp,imap4,0,neptune
45029,0,tcp,ftp_data,2056,normal
45030,0,tcp,smtp,2163,normal
45031,0,icmp,urp_i,78,normal
45032,0,tcp,private,0,neptune
45033,0,tcp,bgp,0,neptune
45034,0,tcp,http,294,normal
45035,0,tcp,http,220,normal
45036,0,tcp,private,0,neptune
45037,0,tcp,ftp_data,59,normal
45038,27,tcp,ftp,956,normal
45039,1,tcp,smtp,1651,normal
45040,0,tcp,private,0,neptune
45041,0,udp,private,1,satan
45042,0,udp,domain_u,43,normal
45043,0,tcp,ftp_data,740,normal
45044,0,icmp,ecr_i,1032,smurf
45045,0,tcp,http,317,normal
45046,0,icmp,ecr_i,1032,smurf
45047,0,tcp,http,236,normal
45048,0,tcp,http,0,normal
45049,0,tcp,smtp,1686,normal
45050,0,tcp,http,240,normal
45051,0,tcp,http,147,normal
45052,0,tcp,http,205,normal
45053,0,tcp,http,216,normal
45054,28,tcp,ftp,1490,normal
45055,0,tcp,private,0,neptune
45056,0,tcp,http,265,normal
45057,0,tcp,http,322,normal
45058,0,tcp,daytime,0,neptune
45059,0,udp,domain_u,45,normal
45060,0,tcp,gopher,0,neptune
45061,0,udp,other,113,normal
45062,0,tcp,private,0,neptune
45063,0,tcp,http,200,normal
45064,0,tcp,http,230,normal
45065,0,tcp,private,0,neptune
45066,0,tcp,private,0,neptune
45067,0,tcp,http,333,normal
45068,0,tcp,whois,0,neptune
45069,1743,udp,other,146,normal
45070,0,tcp,telnet,0,normal
45071,0,tcp,smtp,0,portsweep
45072,0,tcp,sunrpc,0,neptune
45073,0,tcp,http_2784,0,satan
45074,0,tcp,uucp_path,0,neptune
45075,0,udp,domain_u,42,normal
45076,0,tcp,time,0,neptune
45077,0,tcp,http,210,normal
45078,0,icmp,eco_i,30,normal
45079,0,tcp,smtp,866,normal
45080,0,tcp,private,0,satan
45081,5,tcp,ssh,0,ipsweep
45082,0,icmp,eco_i,8,ipsweep
45083,0,tcp,http,317,normal
45084,0,tcp,Z39_50,0,neptune
45085,0,tcp,http,164,normal
45086,0,tcp,private,0,neptune
45087,0,tcp,http,203,normal
45088,0,tcp,http,322,normal
45089,0,udp,domain_u,46,normal
45090,0,tcp,http,331,normal
45091,0,icmp,eco_i,8,nmap
45092,0,tcp,private,0,neptune
45093,0,udp,domain_u,42,normal
45094,9635,tcp,other,1,portsweep
45095,0,tcp,netstat,0,neptune
45096,0,tcp,domain,0,neptune
45097,37,tcp,ftp,1499,normal
45098,0,tcp,http,297,normal
45099,0,tcp,private,0,neptune
45100,0,icmp,ecr_i,1032,smurf
45101,0,tcp,http,342,normal
45102,31,tcp,ftp,1191,normal
45103,0,udp,domain_u,42,normal
45104,0,tcp,http,352,normal
45105,0,tcp,uucp,0,neptune
45106,0,tcp,http,210,normal
45107,0,tcp,smtp,1198,normal
45108,0,tcp,private,0,neptune
45109,0,tcp,http,0,normal
45110,0,udp,private,105,normal
45111,23,tcp,ftp,306,normal
45112,0,tcp,http,171,normal
45113,0,udp,domain_u,45,normal
45114,0,tcp,http,0,normal
45115,0,tcp,http,286,normal
45116,0,tcp,private,0,neptune
45117,0,tcp,http,259,normal
45118,0,udp,domain_u,44,normal
45119,0,tcp,http,319,normal
45120,0,tcp,http,284,normal
45121,0,tcp,sunrpc,0,neptune
45122,0,tcp,time,0,neptune
45123,0,tcp,http,54540,back
45124,0,tcp,http,217,normal
45125,0,tcp,private,0,neptune
45126,0,tcp,ftp_data,0,neptune
45127,0,udp,other,516,normal
45128,0,tcp,finger,6,satan
45129,0,tcp,private,0,neptune
45130,0,tcp,http,251,normal
45131,3,tcp,smtp,898,normal
45132,0,tcp,private,0,neptune
45133,0,tcp,http,311,normal
45134,0,tcp,http,210,normal
45135,0,tcp,ftp_data,0,neptune
45136,0,tcp,http,262,normal
45137,0,udp,domain_u,45,normal
45138,0,tcp,private,0,neptune
45139,0,tcp,private,0,portsweep
45140,0,udp,domain_u,45,normal
45141,0,tcp,name,0,neptune
45142,0,tcp,ftp_data,5319,normal
45143,0,tcp,http,237,normal
45144,0,tcp,http,224,normal
45145,0,tcp,private,0,portsweep
45146,0,tcp,private,0,ipsweep
45147,0,tcp,private,0,neptune
45148,0,udp,domain_u,45,normal
45149,0,tcp,courier,0,neptune
45150,0,tcp,http,226,normal
45151,0,tcp,private,0,neptune
45152,0,udp,domain_u,44,normal
45153,21807,tcp,private,1,portsweep
45154,0,tcp,http,217,normal
45155,6,udp,private,105,normal
45156,0,tcp,http,313,normal
45157,0,icmp,eco_i,8,ipsweep
45158,0,tcp,http,222,normal
45159,0,tcp,http,247,normal
45160,0,udp,private,1,satan
45161,31,tcp,smtp,3394,normal
45162,0,tcp,http,146,normal
45163,0,tcp,http,298,normal
45164,0,tcp,http,195,normal
45165,0,tcp,http,203,normal
45166,0,tcp,http,198,normal
45167,0,tcp,other,0,satan
45168,1258,tcp,other,1,portsweep
45169,0,tcp,ldap,0,neptune
45170,0,tcp,http,215,normal
45171,0,tcp,telnet,0,neptune
45172,732,tcp,telnet,575,normal
45173,0,tcp,private,0,neptune
45174,0,tcp,smtp,0,neptune
45175,0,tcp,http,326,normal
45176,0,tcp,ftp_data,245,normal
45177,0,tcp,http,299,normal
45178,0,tcp,http,318,normal
45179,0,tcp,login,0,neptune
45180,0,tcp,http,366,normal
45181,0,tcp,http,54540,back
45182,0,tcp,http,311,normal
45183,0,tcp,http,0,neptune
45184,0,tcp,http,233,normal
45185,0,tcp,http,0,neptune
45186,3,tcp,smtp,2212,normal
45187,0,tcp,http,345,normal
45188,0,tcp,private,0,neptune
45189,0,tcp,private,0,portsweep
45190,0,tcp,whois,0,neptune
45191,0,tcp,http,285,normal
45192,1,tcp,smtp,1544,normal
45193,0,tcp,http,258,normal
45194,0,tcp,http,238,normal
45195,0,tcp,ldap,0,neptune
45196,37,tcp,smtp,1185,normal
45197,0,tcp,http,334,normal
45198,0,tcp,http,332,normal
45199,0,tcp,private,0,neptune
45200,2684,udp,other,147,normal
45201,0,tcp,private,0,neptune
45202,0,tcp,private,0,neptune
45203,0,icmp,ecr_i,1032,smurf
45204,0,tcp,http,219,normal
45205,0,tcp,private,0,neptune
45206,0,tcp,sunrpc,0,neptune
45207,0,tcp,http,217,normal
45208,0,tcp,private,0,neptune
45209,0,tcp,smtp,992,normal
45210,0,tcp,uucp_path,0,neptune
45211,0,tcp,http,287,normal
45212,0,udp,domain_u,44,normal
45213,20,tcp,http,230,normal
45214,0,tcp,http,234,normal
45215,0,tcp,private,0,neptune
45216,0,icmp,ecr_i,1480,pod
45217,0,tcp,private,0,neptune
45218,0,tcp,http,267,normal
45219,0,tcp,uucp,0,neptune
45220,0,tcp,http,295,normal
45221,0,tcp,Z39_50,0,neptune
45222,0,tcp,private,0,neptune
45223,0,tcp,http,210,normal
45224,0,tcp,http,211,normal
45225,0,tcp,private,0,satan
45226,0,tcp,http,0,normal
45227,0,tcp,http,315,normal
45228,0,tcp,http,243,normal
45229,0,tcp,discard,0,neptune
45230,0,tcp,systat,0,neptune
45231,0,tcp,http,0,neptune
45232,4,tcp,time,6,satan
45233,0,tcp,telnet,0,neptune
45234,0,tcp,link,0,neptune
45235,0,tcp,finger,0,neptune
45236,0,tcp,private,0,nmap
45237,0,tcp,http,239,normal
45238,0,tcp,ftp_data,879,normal
45239,0,tcp,domain,0,neptune
45240,0,tcp,private,0,neptune
45241,0,tcp,private,0,neptune
45242,0,tcp,http,309,normal
45243,1,tcp,netstat,0,portsweep
45244,0,tcp,private,0,neptune
45245,0,tcp,smtp,1199,normal
45246,0,tcp,http,267,normal
45247,0,tcp,private,0,neptune
45248,0,udp,domain_u,44,normal
45249,0,tcp,imap4,0,neptune
45250,0,tcp,netbios_ns,0,neptune
45251,0,tcp,http,311,normal
45252,0,tcp,private,0,neptune
45253,0,tcp,http,241,normal
45254,1342,udp,domain_u,112,normal
45255,0,tcp,private,0,neptune
45256,0,tcp,http,339,normal
45257,0,tcp,http,171,normal
45258,0,icmp,eco_i,8,ipsweep
45259,0,tcp,http,294,normal
45260,0,tcp,http,216,normal
45261,0,tcp,http_443,0,neptune
45262,0,tcp,http,302,normal
45263,0,udp,domain_u,44,normal
45264,0,udp,other,147,normal
45265,3,tcp,smtp,1129,normal
45266,15,tcp,smtp,2400,normal
45267,0,tcp,http,262,normal
45268,0,tcp,discard,0,neptune
45269,3,tcp,smtp,1153,normal
45270,0,tcp,http,205,normal
45271,0,tcp,private,0,neptune
45272,0,tcp,private,0,neptune
45273,0,tcp,http_443,0,neptune
45274,0,tcp,http,205,normal
45275,0,udp,domain_u,44,normal
45276,0,tcp,private,0,neptune
45277,0,tcp,domain,0,neptune
45278,0,tcp,private,0,portsweep
45279,0,tcp,http,233,normal
45280,0,tcp,auth,0,neptune
45281,0,tcp,http,194,normal
45282,0,tcp,ftp,0,neptune
45283,0,tcp,ldap,0,neptune
45284,0,tcp,http,227,normal
45285,0,udp,domain_u,44,normal
45286,0,udp,other,147,normal
45287,0,udp,domain_u,43,normal
45288,0,tcp,link,0,neptune
45289,0,tcp,http,260,normal
45290,0,tcp,http,225,normal
45291,0,tcp,http,347,normal
45292,0,tcp,login,0,neptune
45293,0,tcp,private,0,neptune
45294,0,udp,domain_u,45,normal
45295,0,tcp,iso_tsap,0,neptune
45296,0,udp,domain_u,44,normal
45297,0,tcp,ftp_data,0,neptune
45298,0,tcp,private,0,neptune
45299,0,tcp,vmnet,0,neptune
45300,0,udp,other,147,normal
45301,0,tcp,private,0,neptune
45302,0,tcp,http,216,normal
45303,0,tcp,http,238,normal
45304,0,tcp,private,0,neptune
45305,0,tcp,http,323,normal
45306,0,tcp,private,0,neptune
45307,0,tcp,http,0,neptune
